Rating,Comment
5,super fast delivery
1.5,I ordered breakfast from vasanth vihar its delivered on time. but I found hair in kesari bath and stones in rice bath. Not happy with taste.
3,not as expected.but food was good
2,hot no problem at
5,good food
3,not as expected.
4,why don't you use bio plastic and plantain leaves for food packing.
3,Please provide more chutney... The quantity of chutney you provided was sufficient only for 2 dosa when I had ordered 5!Food is okay nothing great..
1,firstly i ordered masala dosa from one account they sent mix veg bath.and from another account i ordered 2 mix baths they have sent only one.worst service ever
3,"good taste,but small size of masala dosa"
4,"Cosy restaurant , masala dosas are good. The quantity is less compared to other breakfast places but the quality is good. Service is slow during rush hours ."
5,Yumm 🧜?‍??
5,Good taste
1,the delivery boy did not come on time and idli was daba { kachra } and sambar was very very very very very very very very very very very very very less
5,Need some extra chutney
4,Nice
1,don't buy here it's not good also there is no mini dosa in parcel
1,not received vade they sent two small Puri
1,"order pudi idli , button idli and kesari bath quantity is very less this all three item eaten by one person if you want to order more quantity"
3,"It was a unexpected turn I made into the restaurant had zero expectations but was nice to see as the place was good and with tranquility as it is in front of a famous park in the vicinity. Now coming to the food it was good and reasonable we had ordered a masala dosa and a onion dosa , which was actually good , I would recommend to visit this place for occasional breakfast."
4,"One of the oldest hotel in town , serving best food since 1990 , they serve excellent kali dosa & bisibele bath . We are very regular to this hotel since 1 year , this place is best for yummy South Indian breakfast ."
4,"For the best Khali Dosa in South Bangalore, Hotel Mangala stands out as one among the top two. This is a very old joint and known for the Rave Vade, Khali Dosa and watery chutney.There is a way to eat Khali Dosa if you really want to savour the taste; dip the Dosa completely in the watery chutney and that?s the way.Don?t care about ambience, the attitude of the owner and staff. Just go and enjoy the Dosa."
3,"Fuss free, economical breakfast joint. We tried the Kharabath, Maddur Vada, Masala Dosa and coffee. ( Total Cost INR 65) Everything tasted good. You won?t go wow tasting the items but definitely worth the pricing."
4,Simple thindies as the name has a simple menu. A small eatery in Girinagara. Idli vada with the sambar is something that is really good here . On Saturdays don't miss their mandakki. Masala Dosa is crisp and is a lot better than it used to be. Over all it is a decent place to visit for a breakfast.
4,It is a small simple.. eating place in girinagar.. serving limited tyoes of food. But definitely delicious one. I dont know wat these things are called in Bangalore. But in my language i had a medu wada.. and a mirchi bhajiya.. really tasty.. simple and sweet (Not the mirchi though?).
3.5,"Simple Thindies is just a stone throw away from my home. It is a small and clean eatery. The owner is a very kind person. The menu is limited and the food tastes good. Girinagar really required this kind of an eatery.They serve Idli, Vada, Masale dose, chow chow bath and filter coffee. The idli vada is really tasty with the sambar and I personally didn't like their chutney. The sambar is spicy and yum! Sometimes, the Vada becomes too oily, but is good most of the times.The masala dose here is okayish, and I usually don't prefer eating it here, as I prefer idli vada all the time. The dosa could be done better.They have an evening snack, which I haven't tried yet.Taste - 3.5/5Overall - 3.5/5"
4,Located just behind the BMS college of EngineeringThis place is crowded during lunch time by college studentYou get combos which is awesome
3,"Decent rolls, really good momos and other starters items. The staff is okay and so is the place. It's small but its nice and clean. The rolls are made really well and to order. It was okay before but now theyve just made it expensive and not quite worth the price they're kept at."
4,"Been here many times so thot of adding a review. Not a posh place at all but located in great located near Banashankari BDA complex. Price is reasonable and taste is decent nothing special about the restaurant and food. Over all, A decent place."
2,"Hi,We had masala puri, sev puri and mix chats at this restaurant recently. I must say the taste of mix chat at around 8-10 yrs back was amazing and i would always request my parents to take me to this hotel and get me a mix chats because that was something unique at that time. But now the taste of all the chats were not at all good. It is a self service restaurant and the service was quick. There is also some place to sit and have your food. Parking shouldn't be a problem for a two wheeler."
4.5,"Upahar sagar is always a nice place to savour South Indian cuisines and a recommended one when you are nearby. They have got an open kitchen where you could see how are they preparing your food. The ambiance is quite okay. And apart from the south Indian cuisines they have got a other varied dishes and beverages.We had been there for a quick breakfast, and ordered for bisi bele bath and chow chow bath which turned out to be good. The service is quite fast when uncrowded."
4,"I'm a regular visitor to this place.It's my go to place for any fast grab meal.Their north Indian dishes are very tasty. Chats are also delicious.Their south Indian dishes, dosas are very crispy and tasty.I have literally tried everything on their menu.If you're in a hurry and ready to compromise on extremely good ambience for tasty food, pocket friendly this is the place to go to."
5,My all time instant visit place. The only place I've not got bored visiting though I go daily. And all the items here are so tastey yummy. One should not miss to visit to taste best flavors of each dish
4,This place is close to my office about 5 to 10 Min walk.I Have been here many times for lunch. And few times for breakfast. Masala dosa here is crispy and yummy.So this time i wanted to try something different during lunch.my friend suggested to try triple fried rice here and Luckily i saw triple fried rice on the Menu board and ordered it.It was yummy. It is combination of noodles and fried rice.However noodles will be thin and crispy. For every spoon you get crispy noodles which i liked it pretty much. They don't accept cards and little crowded during lunch time. It is Pocket friendly.recommended for casual breakfast and lunch.
4.5,This has been among one of the earliest eateries (initially known as the darshinis) in banashankari. Foodwise good and has been my go to place for breakfast and sometimes for lunch and dinner. Masala dosa is good and is crispy. Usually I take paneer tikka Masala and kulcha and is good as well.All in all a great place to have a quick eat and not heavy on the pocket as well.
1,"1)If you're looking to dine for a special occasion, this is not your place.2) It's self service system.3)Food is satisfactory ( I mean good, but not that good).4) Hotel staff not that great(Now the worst on Oct-17). Some of them just have a lot of attitude.5) Cons: Don't accept cash cards.6) Had a bad experience over here one time.I had asked for a Raitha because I ordered Veg Biryani, they had a very unpleasant attitude. At last they denied of giving me one, saying Raitha doesn't come with a Biryani here."
4,"I have been going to this place for like 5-6 days, actually I have started working nearby. So it's the only good food outlet in that area. I have tried many dishes basically puri (3 in no.) with South Indian chutney and cheese sandwich. I have tried rava dosa. Also orange juice and sweet lime soda. Food is really good and fairly priced. Basically you will find only corporate people around during lunch hours.Serve time is very fast. You have to take the bill first and food later. They have self service. Sitting facilities are properly provided. But during rush hours, people also stand outside near trees and tables kept.Overall good place."
4.5,"I stay very close to this restaurant.Whenever there is no cooked food at home,this will be at our top list for hotel food.Its has very good food with reasonable rates.Earlier many food items taste had to be improved wherein now,it is really doing good with food supply and quality.Its a self service jotel with ample seating facility.At noon,it will be so crowded as South and North Indian meals are available at very low cost with awesome quality.It Indeed fills anyone's stomach rather opting for a fine line restaurant.I love this place for Madila Dosa !!! And yes Dal fry tastes good here.Jeera rice too !!!! Many to pen down.An overall good place for foodies who stay nearby KR Road :)"
3,"As this is located very near to my office, we often used to go here for lunch or snacks.Place is ok when you don't have much options, Not so great food.Food: 3.0Ambiance: 3.0Service: Self service :)"
3,"This place used to serve amazing food earlier. However now the quality has come down a lil. Anyway, still worth visiting for a quick bite with a reasonable price."
3.5,Upahara Sagar is just down the road and the restaurant is perfect for Idli and vada. Especially the vada here is very crispy and handful. Their chutney is really authentic and so is sambar compared to other restaurants.  Other food in the menu is also good but nothing extra ordinary.
3,"A typical darshini style restaurant in KR road. The menu covers a variety of dishes and everything is just above average and not the best. Their Jeera rice is good , otherwise an average hotel. Can have once in a while..."
3,"Have not been here several times. Ordered a rava dosa once late evening, and it was pathetically oily. There was oil dripping from the dosa, and it did not taste or look like a rava dosa either. My friend who had some special stuffed dosa from the dosa counter in the front had a better experience."
4,"What do i say about this place?1. Its near by my office(0.5 km). Its more or less like a lunch out place for me.2. Its basically on the KR road, near the shastry bakery signal.Mind you, its heavily crowded place(especially during the lunch hours). The biryani, fried rice, gobi manchuri over here is good. The desserts there are quite yum. I love the north indian thali which gives you soup, cups of rice, curd rice, 3 curries, 2 rotis/kulchas, fruit salad, gulab jamun(one of the best), tomato soup for 90 bucks! and the taste doesn't disappoint you :)Comparatively small place, service is ok(you have to wait when the place is crowded and you dont get your orders on time), worth visiting 'n' number of times where 'n' is a very large number! :)Service: 3/5Food: 4.5/5Ambiance: 3.5/5"
3,One of the few darshini in the long stretch of KR road.....after Krishna grand this is the only other restaurant serving south Indian food ...in this stretch of the road......its an old restaurant with lot of management changes......the current management seems pretty decent......they are serving pretty good quality of food with some interesting combo offers too......prices are quite low .......there isn't much of an ambience ....its a self service restaurant.......if your looking for a darshini that is cheap and serves good quality of food in this KR road stretch u can definitely visit this place........
3,This hotel has been there since as long as I can remember.  I used to come here when I was a little kid. The management has changed since.This is a self service darshini type hotel with seating arrangements. The waiters serve the food to car parking space right in front of this hotel where people sit inside their cars and enjoy the food.I usually order Either North Indian or Indo-Chinese dishes from here. All the dishes here are above average and pocket friendly. Chats and jucies are pretty average and nothing exceptional. They have started 99 variety dose stall a few days ago. I will try them and update the review ASAP.
3.5,"Have been regular to this place from the time they started, This place is situated opposite to shastry's bakery, On KR Road..PARKING: Parking will not be a problem since they have space to accommodate few bikes and cars.AMBIENCE: This place is a single floor setup with stand and eat, with a few tables and chairs as well as car service option... Place is clean..FOOD: They provide south Indian, north Indian and Chinese dishes along with chats and juice. In particular south indian breakfast items, Rotis and curries are pretty good..Food is decent.. They have combos too..SERVICE & COST: Service is quick and dishes are reasonably priced.."
3.5,"Upahara Sagar is a decent South Indian restaurant in KR Road. It?s a typical Darshini style restaurant with ample varieties of south Indian dishes and some minimal north Indian dishes for lunch & dinner. I have been to this restaurant a couple of time for breakfast and lunch and impressed with the food quality and taste!During my visits taste was consistent with zero complaints and most of the dishes they serve in breakfast menu are quite decent without burning your pockets. There is no point of mentioning about particular dishes to try here, everything is virtuous. It?s a self-service restaurant with a couple of tables & chairs to sit and eat.There is nothing special about ambience here; it looks similar to other Darshini?s in Bangalore.If you are in KR road don?t think out for second thought, do visit this restaurant for breakfast!Overall:Quality: 3.5/5Taste: 3.5/5Ambiance: 3.5/5VFM: 4/5bangaloreepicure.com"
1,Took a parcel of couple of Gobi Manchurian today only to find it all stale by the time we started to have it half an hour later. Had to throw away the entire parcel as going back was not an option. It was horrible experience tasting that stale piece.
3,"A quick option in nearby areas. South Indian food are quite good. An old restaurant serving us since school days :P . Parking is a bit difficult. Thali needs some variety. Management keeps on changing, one of the waiter was too rude?"
3,"It's not worth the money, and I guess they add tasting powder to food. be careful if you're allergic to it."
4.5,"What can I say about this restaurant. Amazing, not the one for people who expect decor, its for people who relish food for an affordable price. Good kundapura food. We tasted anything and everything from seer fish,masala fry kori roti ragi mudde with curry and prawns fry was the best.Simply awesome and what would cost a bomb close close to 5k costed just 2.4kYou should try this for good kundapura food ,the local one"
4,The place is good for sea food and to fine in its nly suitable for bachelors as family's won't like the environment. Nice place to pack food back home .good service and quality food
2,"I ordered for South Meals. But, I been delivered with North meals at ?35 extra. I had to pay extra and take North meal as I had already paid in advance for south meals. isn?t this awesome!So, not worth ordering again!"
1,Really upset with the quality of biryani I got lumps of masalaSeemed like they didn't had food to pack as I ordered late yet the order got confirmed...........
3,"I orderd a veg noodles, mushroom fried rice and veg fried rice from this resturent. Delivery was on time packing is also good when i started having noodles it i feel like oily but i thought yeah little bit oil needs to make it but i turned it into different utensil. The oil is floating like water and then i didn't had a single bite also. Just the oil was problm. The other two items veg and mushroom fried rice was good. So, i rate it as 3 star."
2,taste was not good
1,Very bad experience in chicken hunt and not gud taste n quality don't order in this restorunt..i ordered lemon bone less chicken but he sent bone chicken after that no response from resturent
2,Checking wid d reviews I thought dt d food would be good .. But I was really disappointed wid d quality of d food wch was served to me..I really hope that thy improve their food quality ..
4,Have been a regular visitor here since many years and I have been disappointed only once in all these years(the gravy dishes were a bit too spicy on that particular day.) However that was a very long time back and I have had no issues ever since. Love their dry items and roast chicken. Their schezwan chicken fried rice and chicken manchurian are really good.(Fair warning... schezwan fried rices are bit on the spicier side so might not be liked by all)  They have not had home delivery service for a very long time but have started recently which is why I give them an extra 0.5(for convenience ;)) Ambience is not good. However great value for money!The quality had gone down in the middle.. but off late the taste is back to it's original glory. Wanted to rate it a 3.5 but rounding off to 4
2.5,"The Kababs & Grill chicken here are good.But,seating is an issue.This restaurant is on 100 ft road with open kitchen.i doubt that food served isn't hygenic."
3,"It has a Dabha kind of look , I've been here many times. Biriyani is not tasteless. Only thing worth trying is chicken tandoori and Kalmi. Other than that , nothing is great about this place ."
3,"Hold on to your hat, folks! I'm still a vegetarian, and yeah, I did dine here! Was just strolling around the area, and just dropped in to see if I could have a bite. Turns out, they do have some vegetarian options!There was a bit of a crowd, since it was a Sunday night. I felt quite awkward when I ordered a veg Biryani, since this place is so focussed on non-vegetarian food. There are very few tables here, which is a bummer.I got my Biryanai, and for just ?75, the quantity was REALLY large! Great value for money, to be honest. In fact, I could only consume around 60% of it, in spite of being famished! The quality was above average, but nothing great. The place could do with more seating, though.Food - 3/5Ambiance - 2/5Service - 3.5/5Value for money - 4.5/5Hygiene - 2.5/5Overall - 3/5"
3,Horrible food. Only tandoori chicken is worth it for the price. All other items have too much colour or rather tasteless. I would recommend going there only on a tight budget and you want chicken desperately.
1,Chicken huntttttt chucken huntttttt from so many days I was planing to be there but finally to day I went there nice place... but for less price we can have food but not good food not so good also bad...
4.5,Truly the best restaurant to have tandoori items! Ambience isn't that great as its a self service restaurant! But nothing beats their food quality and quantity at this reasonable price! I would say take away from this restaurant is the best option!
3,It was good with dhaba style. Afternoon time it was kinda hot because of open area!! Its little hard to hunt the place. I rate it 2.5 out of 5.. :)
4.5,I am a regular here and not even once have I been disapointed with their food.Don't expect much on the ambiance. It is a very simple self service joint. The rating I have given is solely for their food. Their prices are very affordable and is completely student friendly.The only one thing that lacks in this place is home delivery. They mention 'free home delivery' but not once have I got to talk to them over the phone. They never pick up! Management I hope you look into this matter.I recommend some of my favorties mentioned below -the chicken dum biryaninorth Indian dishes both breads and gravytriple fried ricechicken friend ricetandoori chicken
3,"Veggies are unfortunate for a place like this. The rowing kebabs and tandoors' just make you feel more hungry. The more you eat more you are satisfied. It may be a Dhaba short of place, but a perfect chicken ???? hang out place."
1,This place is horrible than a street food stall.... Sub standard quality of chicken. Avoid this place.
3.5,Chicken Items Is Sooooo Good Try It Guys
3,Not a good place.food not upto the taste and ambience don't expect any thing
1,We really need canine teeth to bite chicken hunt non veg items.... he will wind up soon....if he doesn't take my feedback consciously.
3.5,"Chicken Hunt is more of a small road side ""dhaba"". Food is tasty and it doesn't burn your pocket. So its a good place when you are damn hungry and want to just have food like a foodie."
3,"Have to ask the Owner / Cashier, why they named it ""Chicken Hunt""? Is it by design or did the designer (read 'painter') design it wrongly. This is 'darshini' style non veg joint....pre-pay the cashier, hand over the order at the counter, wait....wait...wait....wait..., your order is called, jostle for elbow space at the tall tables...gobble, gobble, gobble....go.What you need to do, is to get your order ""purrfect"" at the first instance i.e. number of dishes + number of rotis; else you are stranded and would have to join the aforementioned process queue.The food is quite good for the price and I would definitely go there again when the angst for some chicken tickles the brain."
4.5,simple place and awesome food but really at a good price. trust me I am a regular customer.
2.5,"Initially it was really good when someone from mangalore or udupi managed it.Now, you dont get the same dishes which you were getting before. Now all people from Bengal/ other Northern state preparing typical mangalorian dishes and obviously you cant find the same taste.And, vegetarian dishes is prepared on the same utensils which they use for making non-veg dishes . Yeah- name is chicken hunt. As my wife is pure vegetarian, i took her once and asked them for veg dishes. They prepared with same oil/utensils which they were not supposed to.Now the price has increased from initial stage. But it is really reasonable. Tandoor dishes are also reasonable. These days, I prefer Biriyani paradise (bunts) near Bank Colony. Better taste and more cleanliness !Initially i was loving this place. Not any more !"
3.5,"The food is quite good for the price. Butter chicken, Punjabi chicken and tandoori are my favorite. As said earlier it gets crowded especially in the evenings on weekends, you may have to wait to get a chair. This place is not for people who crave for ambiance, Its definitely worth a try."
4,"Small and sweet place, but awesome chicken! Can get crowded during peak hours, but this is real street chicken food! Don't expect too much.. you will not get better chicken dishes for the same price anywhere else! If you're ready to sit on plastic chairs in the open to eat great chicken, this is the place for you! Kebabs, Tandoori and Grilled chicken are the best! I recommend Reshmi and Zafrani Kebab! Chinese dishes aren't too bad either!"
4,Been here since its inception. A decent place run by a guy who previously used to make bajjis and bondas in the same neighbourhood.You get fresh served south Indian dishes in the morning and they make amazing sambar I tell.The best part being that they make benne masala dosa (Butter Masala Dosa) and damn he does it great.Apart from this in the noon they serve meals which are pretty decent for the price and have tried it about 3-4 times.In the evening they make Chinese dishes which are really well prepared and I am always visiting the place for breakfast and almost every Sunday??.They also make these specialty food like mangalore buns and other desserts like halwas which are good try as well .They have both standing and sitting options and the food is worth the price.Only thing I'm hoping for is for delivery options which would make it better.
3,"Pretty average as compared to the other branches. The ambiance is much better compared to other branches. Service is good! The taste again is average. The pricing is fine.Also, for more updates follow us on Instagram using the handle justbangaloring!"
3,"This place is located near BMS hostel, and trust me I had no plans on going here but since my friends insisted I had to take the risk but trust me it was worth it.The service was extremely fast coming to the food the biryani was amazing something different, the hot hot kebabs and the hot parotas with the curry was niceAmbience:2/5Food:3/5Price:4/5"
4,Butter chicken with rice... Taste was good !!! Try it guys... Also try Biryani it tastes really good also... The chicken was cooked nicely and was so soft..
3,Went here for lunch today and the place was almost packed. One good thing that I liked about here is that they have entrance through both sides. Seating can be a bit cramped and the service is fast coz of the small space. I ordered the mutton biryani and my friend ordered white rice and pepper chicken. The Biriyani was well cooked and there were good pieces of mutton in it. Cooked properly as well. The pepper chicken was also pretty spicy and tasted quite nice as well. The only reason why the rating is a bit low is coz of the space issue. Pricing is also kind of fair and does not damage your pocket so much ?
1.5,Not Great taste for the food i had.
5,"The medu vada is incredible, extremely crisp outside and a soft inside. The getti chutney also was really tasty. A definite must visit joint. The idlis as well are really soft."
2,"What prompted me to visit this place? A discussion on twitter over best idly vada outlets in the city! This was one of the highly rated outlets. This one room humble joint has nothing great to offer. Far from being the best, idly vada was just the usual fare. Chutney was just k. Sambar was outright bad. I decided not to order anything more. Divesh Thaploo"
5,"best place till date to have idli and chutney in Bangalore, they have idli chutney, masala dosa with chutney, kesari bath, khara bath, ghee rice, tea , coffee, milk etc. it is located near banshankari bda complex and whenever i have visited it in the moring, its always full. There is a queue for coupons, then you stand in the respective queue what you want, also if you want extra chutney a guy sits outside only so you don't have to go in the queue again. A must visit place in bangalore."
4,"If you want to have breakfast below 100 rupees , this is the right place you will be looking at as this place serves lots of good authentic Karnataka style cuisine for breakfast like Masale Dose , idli chutney and vade chutney . Also the kharabath and kesribath . This is what I eat everytime I go there..the most favorite dish I like here is the idli and why I love the most is the softness of the idli is really good and perfectly cooked and served with the most delicious chutney though its consistency is very thin , it tastes really good with the idli and kharabath and accompanies best with the vade..must try place if you haven't tried it..The rating :Taste : 4.5/5Quality : 4.5/5Ambiance : 3/5Service : 3.5/5Price : 4.5/5Please do watch our videos on our YouTube channel Tummy On Fire and do not forget to like , share and subscribe . Please do follow our page Tummy On Fire on Facebook, Instagram and Twitter.."
4,"My early morning favorite joint to have hot breakfast. Typical South Bengaluru ambience where you see a lot of elderly people come everyday after their morning walk. It is located just opposite to the Banashankari BDA park.Idly - yumvade - yumchowchow bath - yummasale dose - yumchutney - yum yum ?It's a locals favorite. If you haven't been here, give it a try, you will love it."
3,They don't do chapati as mentioned above anymore. The idly batter was watery and the idly was slightly rubbery to chew on. I think the competition has moved on and is better.
4.5,Mouth watering food !! Stricly for vegiteraincez...Really awesome                     Dont miss                                                                                                                                      banshakari
4,If you are looking for pure south Indian authentic food in Bengaluru then this place is amazing. My first visit to Bengaluru and first restaurant in the city and really happy with the food. One suggestion for everyone please wait till last dish to come because they have good variety in buffet.
3,"Centrally located restaurant,Reasonably priced menu,fairly decorated atmosphere Average quality food and poor service .Should increase quality and variety of food"
4,"they serve authentic kannada/ iyangar style food which very tasty and good and neat.it's simple menu, fills stomach and it's unlimited. guys with good appetite will enjoy the food..they serve only in lunch hours and not for dinner"
3,Decent place for a South Indian food... it?s quite economical and the service is also good... u always find a place... do drop in if u r in mood for simple South Indian without wasting much of time and money... service has become pathetic... they won?t even respond if u call
2.5,"Decent Roof Top ambience.Taste of the food wasn't bad, but it wasn't quite exquisite/authentic either - We have certainly had tastier South Indian meals elsewhere. Restaurant wasn't even half full on a Saturday afternoon.All in all, there's nothing exceptional about this place."
1.5,Doesn't offer what is marketedServes you cold dry food for which is superior be a lunch only place ( thali )Not good on taste quality and and priced heavy2 overallNo recommendation
3.5,"Good location, wish they put the fans on when they saw their customers sweating. Food was good south indian food with mild spice levels. Service was good as well but sometimes they would put food for only some people at the table and not ask the others."
1,"This second floor restaurant has a vast space, comfortable seating. The place has no breeze even though it is a rooftop restaurant. They do not even have good fans, we were sweating throughout the course of our eating. All side dishes were pathetic except one kurma for the late arrival poories. The rice was gastric flavoured, the service was so pathetic that the guys were asking for a translation for every dish needed. The management was rubbish."
4,"Had visited this place on a Sunday afternoon (30th April 2017) and found it sparingly occupied at 2pm.I think food prepared here changes daily and depends on the day. We were served beetroot palya, heerekai kootu, kosambari,chutney,chapati,puliyogere,chilly bajji, papad,curd,buttermilk,shavige paaysa,rice,rasam,sambar and majjige huli.The only thing that was not good was the chilly bajji as it was cold and it was bit oily. Rest of the items were very good. All the items clearly tasted like home cooked food.Service was also good and didn't feel it was slow. They property attended to serve when items were getting empty."
3.5,"This indeed was a pleasant surprise. Probably the best of the lot in BSK 2nd stage for vegetarian meal. Ambience is simple and nice. The poori and saagu was the highlight of the meal. I got to know that generally they serve chapathis but the day we went they had pooris. The Huli(Sambar) was very good. Saaru(Rasam) could have been better. Shavige payasa, Happala(papad), mensinkai bajji(mirchi) were all good too. Food served on plantain leaf is always a delight. Definitely a winner on hand"
3,"The food is good, not very great but totally worth the price. If you not very particular about authentic South Indian then you can try the place otherwise it might turn out to be a little disappointing."
2.5,"Leaves you with a very unfulfilling experience with expecting a lot more from this restaurant because of its location and it is advertisement of cuisine. Bad service. Hardly anyone asks what u need. Average cuisine, average service... location is good but not so good food quality and dining experience."
3.5,"Nice place to have south Indian meals . nice rooftop ambience. The staff served us well. We were served on a plantain leaf. This place is located above hara , near the banashabkari bda complex."
3.5,Kidambi's Kitchen a rooftop restaurant. You get tat refreshing feel when you enter the restaurant. Traditional south Indian meals served on plaintain leaf. The food was good. The service was good n the staff was friendly too. The meal is unlimited. Value for your money and last but not the least the desert was awsm :-)
2,Good place. Good food but service was bad. Each item had to be asked several times. No personalized attention given. We were made to wait for the dessert. Finally had to cancel. On the whole an average experience. Worth visiting once only.
2,A big mistake going here yet knowing that hara is no more good now....would request you to avoid this one...there was non where I could say was good or worth for what you are paying for...the worst lunch I had in my life...you can easily get a better one for lesser price near by....it was a hot afternoon and they have only 2 fans...taste of food was a disaster...not worth a penny...
4,This is a roof top lunch restaurant.I liked the decorTradition meals served on a banana leaf.Food is Homely.The meal served here is Traditional karnataka food.
4.5,Lovely North Indian food...best for the money too heavy for two to order anything....but the taste is the best....they don't use any tasting powder or soda so it's the best place to visit at anytime....so makes me feel homely
1,"This is probably the most run down south Indian food you can eat. Stark contrast to Hara(in same premises) which makes excellent North Indian food. I think if a Darjeeling cook makes South Indian food this is how it'll be. The poori was like papad, and broke like one."
4,Lets start from the bottom. For dessert I liked the pumkin keer. The thali was amazing they had a good variety of  dishes in it. I liked the fact that they served it on a plantain leaf. It felt a lot more authentic and delicious.
2.5,I went to this place when it had started newly. Place was neat and clean and the staff friendly. The place did not have fans and it was pretty hot. The food was too bland for me. It was not at all spicy. Did not like the food very much.
4,"We came here after the launch party so the place was still lingering with decorations which was nice. The entrance featured a garland of fruit of which the pineapple caught my eye. The setup is on the rooftop so it's nice and breezy. I usually opt for an Andhra meal and this was my first encounter with a Tam-Bram style thali. While it was different and not as spicy, it was really good. The dish that stood out was the pumpkin kheer which was very well made. The sabzi of the day was a mix veg which had a simple and homely taste to it.All in all I enjoyed the food and would like to visit again."
3.5,The payasam was good. All the other items are average. Nothing special. Ambience gets two thumbs up. Staff is also courteous. Good to have an authentic South Indian an authentic South Indian meal restaurant in Bsk 2nd stage
4,VALUE for MONEY..!! A must visit for south indian food lovers !! Served in leaf :) Quality food and I totally loved the taste :) Will surely visit again.
4,Food was very tasty.Indeed a treat for all South Indian food lovers.Service is also very good and fast.Overall one of the best family restaurants.
4.5,It's a very nice place for authentic south indian food!!! The ambience is very good too.. The meal is served in plantain leaf and is unlimited..The food overall was very tasty and unique and the best part of the meal was khara kholumbu!! Overall kidambi's kitchen is a must go place for authentic south indian lovers!!
4.5,I had been to this place on a saturday afternoon with my wife.Kidambi's kitchen has a very nice ambience and the food is very tasty and different and is a complete value for money...the staff are very courteous overall a very nice place for authentic south indian food!!
3.5,Kidambi's kitchen is exclusively for proper South Indian meals(tamilian style to be specific). Sambar was very good among all the food items. Ambience is pleasant. Overall the experience was really nice. Definitely worth a visit.
4.5,"A traditional South Indian place serving South Indian food on a plantain leaf was something that was missing in Banashankari and this place nails it. It's located in the same building as Hara and this restaurant is on the rooftop. The service is very prompt and the people are really friendly too. The place is nice and airy with a lot of plants and has a nice ambience. The meal is unlimited and consists of a kosambari, a palya, a type of  dal, papad, a type of dessert, buttermilk, curds, a variety of rice, some chapatis, rice, rasam, sambar and some khara kolombu(a tamil nadu speciality). Overall, it was a lovely dining experience :)"
4,"This new entrant in BSK 2nd Stage, a foodie catchment area, is a welcome addition to the area's bustling grub scene. I called them for one ""home meal"" and it was a delight. The food is home-like, authentic South Indian (without the now mandatory paneer or butter or masala). I called the restaurant at 11.30 am and they brought the food home by 1pm. There was a lot of variety: palya, saaru, sambar, gojju, payasa, lemon rice, chapatis, pickles and papad. I found the pepper saaru outstanding and the payasa was lovely. The single ""home meal"", I was told, would be enough for two but we found it did well for three people with lots (especially the rice) left over for another meal. For Rs.300, it is value for money and fits the bill if you are looking for South Indian home food from a restaurant."
3,"Ambience might not be the greatest suite but the dosas are. But, next time try filtering cockroaches outta your upma coz it's disgusting to find one in middle of a hogging."
4,It?s a main road facing self service with limited place hotel near 1947- 100 feet ring road.Food is amazing!Open dosa and coffee to finish off.
2,Quality & taste got degraded day by day. This is not earlier famous Mane Thindi anymore. Not worth to visit this. Better to go across. 0.5 km ahead is the best Thaaza Thindi.
3.5,"Combo is the best item to have in this place , good taste and coffee tastes good ambience is not that good but for a quick bite it is ok to have here"
3,"Average place for having quick south Indian bites .It is located on the main road near Kamakya theatre and can be easily located.The service is fast and you won't have to wait long for the food. There are no seating arrangements except a few tables to stand and eat.The taste is average,many places serve better at the same rate.The chief concern is the hygiene of the place which is very poor .The staff should try to improve the situation."
3.5,An affordable place to have quick South Indian bites.They offer a number of dosa varieties and snacks.The place is always jam packed and they do not have seating options.The service is really fast and you won't have to wait much even when it is crowded.Personal favourites are the Benne Masala dosa and Avarakalu dosa.Highly recommended if you are on the look for tasty bites at affordable rates.
3,"Located on the main road when you're travelling from D.G Petrol bunk towards Kamakya theatre it's easily identifiable with a huge board stating it's name. It's a small eating joint with no seating area available.The food is average compared to the prices. They do have delivery system available and the packaging is neat. My concern cropped up with a couple of my colleagues fell ill after eating from Mane Thindi.So,hygiene could be one of the concerns. However, I didn't face anything as such personally till now.If you're looking for a quick breakfast or snack you can give it a try."
4,"Had the ""jumbo thindi"" combo !!Contains Idly, small dosa, vada etc.All tasted good. Crowd was more though.If you are near Kamakya or BSK, it's must visit ;)"
2.5,Cost is more Food qty not worth
3,"Average. Had an avarekalu dosa, somewhat of a seasonal specialty, but was strictly so so. Either the dosa bater or the masala had too much salt. Overall not bad, but nothing great.abyventura.wordpress.com"
4,"Brilliant place for a quick breakfast. If you're the filling food freak, there's a good option called the jumbo tindi which is really good for what it costs. Also Bread, Averakalu dosa are must tries"
3,"The place serves the typical South Indian food. Along with idli and vada, tried the bread and avarekalu dosa. It was good and worth the money. However crowded most of the time."
3.5,A good place to have a quick breakfast. The place is crowded sometimes and there is no seating arrangement. I tried marsala dosa and idli - vada and I liked both.
2.5,"Pathetic service,. I ordered for an Open Dosa and they didnt give me ""Sagu"" the Veg Kurma. I requested the person, he was very arrogant and told me in kannada ""sagu kodalla"" means i will not give Sagu..Pathetic service, all waiters have huge attitude problem.. not at all clean."
3.5,"It's just like every other small, self-service joints. Usually too crowded. The food is pretty decent, but not exceptional. The prices are quite low, which is a bonus. The place is quite hygienic too!I'll just give it a general rating. It's too common, to warrant section-wise ratings."
